timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710286254709,15,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,15,0,0
1710286254766,13,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,13,0,1
1710286254825,9,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286254880,8,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,8,0,0
1710286254933,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286254986,13,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286255044,15,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,15,0,1
1710286255105,13,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286255161,7,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,7,0,0
1710286255209,14,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,14,0,0
1710286255267,11,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
1710286255320,8,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,7,0,1
1710286255373,9,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286255427,19,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,19,0,0
1710286255491,9,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286255545,22,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,22,0,0
1710286255613,8,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,8,0,0
1710286255667,10,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286255720,7,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,7,0,0
1710286255773,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286255829,12,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286255887,15,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,15,0,1
1710286255945,24,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,24,0,0
1710286256013,12,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,12,0,0
1710286256070,17,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,17,0,0
1710286256131,18,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,18,0,0
1710286256193,15,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,15,0,1
1710286256249,10,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286256304,11,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,11,0,0
1710286256361,4,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,4,0,0
1710286256410,4,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,4,0,0
1710286256459,8,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,8,0,1
1710286256513,16,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,16,0,0
1710286256575,8,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,8,0,0
1710286256628,13,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286256686,12,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286256743,7,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,7,0,0
1710286256795,13,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286256854,10,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,10,0,0
1710286256909,11,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
1710286256965,11,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
1710286257021,10,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,10,0,1
1710286257072,10,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286257127,10,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,10,0,0
1710286257182,15,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,15,0,0
1710286257242,13,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286257301,12,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,12,0,1
1710286257356,16,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,16,0,0
1710286257414,15,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,15,0,0
1710286257516,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286257571,11,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
1710286257624,7,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,7,0,1
1710286257677,12,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286257730,11,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,11,0,0
1710286257787,12,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286257844,12,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286257900,14,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,14,0,1
1710286257958,12,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286258011,7,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,7,0,0
1710286258064,9,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286258119,8,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,8,0,0
1710286258172,7,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,7,0,1
1710286258221,8,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,8,0,0
1710286258273,7,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,7,0,0
1710286258320,13,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286258377,27,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,26,0,0
1710286258448,4,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,4,0,1
1710286258521,7,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,7,0,0
1710286258570,10,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,10,0,0
1710286258625,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286258677,8,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,7,0,0
1710286258730,9,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,9,0,1
1710286258784,8,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,8,0,0
1710286258838,8,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,8,0,0
1710286258890,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286258944,12,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286259024,11,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,11,0,1
1710286259080,20,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,20,0,0
1710286259145,9,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,9,0,0
1710286259198,15,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,15,0,0
1710286259256,13,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286259313,11,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,11,0,0
1710286259368,11,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
1710286259424,10,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,10,0,0
1710286259477,15,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,15,0,0
1710286259533,9,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286259588,13,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,13,0,0
1710286259646,10,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286259697,13,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,13,0,0
1710286259755,7,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,7,0,0
1710286259807,8,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,8,0,0
1710286259861,12,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,12,0,2
1710286259919,7,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,7,0,0
1710286259970,7,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,7,0,0
1710286260036,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286260090,9,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286260144,18,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,18,0,1
1710286260207,12,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286260261,6,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,6,0,0
1710286260312,9,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286260363,12,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286260418,8,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,8,0,1
1710286260470,18,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,18,0,0
1710286260542,3,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,3,0,0
1710286260590,5,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,5,0,0
1710286260641,5,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,5,0,0
1710286260689,11,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,11,0,1
1710286260745,14,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,14,0,0
1710286260803,11,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,11,0,0
1710286260860,13,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286260918,8,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,8,0,0
1710286260972,8,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,8,0,0
1710286261036,17,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,17,0,0
1710286261094,12,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,12,0,0
1710286261152,23,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,23,0,0
1710286261219,10,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286261275,14,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,14,0,1
1710286261335,16,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,16,0,0
1710286261396,9,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,9,0,0
1710286261451,13,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,13,0,0
1710286261532,12,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,12,0,0
1710286261588,23,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,23,0,1
1710286261656,9,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,9,0,0
1710286261709,6,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,6,0,0
1710286261758,10,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,10,0,0
1710286261811,11,Solicitar datos privados del deportista bueno (usuario no registrado),401,UNAUTHORIZED,Thread Group 1-1,text,false,,179,147,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
1710286261865,7,Solicitud token deportista bueno,200,OK,Thread Group 1-1,text,true,,520,251,1,1,http://localhost/autorizador/login,7,0,1
1710286261914,8,Solicitar datos privados del deportista bueno (deportista bueno),200,OK,Thread Group 1-1,text,true,,294,516,1,1,http://localhost/perfil/private_data/deportista-bueno,8,0,0
1710286261967,5,Solicitud token deportista malo,200,OK,Thread Group 1-1,text,true,,519,250,1,1,http://localhost/autorizador/login,5,0,0
1710286262057,11,Solicitar datos privados del deportista bueno (deportista malo),403,FORBIDDEN,Thread Group 1-1,text,false,,173,515,1,1,http://localhost/perfil/private_data/deportista-bueno,11,0,0
